,Address,Latitude,Longitude,Price,Beds,Website,Posted,Area,Minimum_Beds,Maximum_Beds,Minimum_Cost,Maximum_Cost,Average_Cost,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
263,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,4,260,1,1,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
264,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,0,0,1,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
265,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,1,1,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
266,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,4,366.6666667,0,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
267,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,0,0,0,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
268,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,0,1,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
269,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,5,260,1,1,0,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
270,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,4,462.5,1,1,1,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
271,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,1,0,0,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
272,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,1,0,0,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
273,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,1,0,1,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
274,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,4,397.5,0,1,0,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
275,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,5,260,0,0,0,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
276,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,0,1,0,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
277,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,0,1,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
278,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,0,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
279,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,0,1,1,0,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
280,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,5,397.5,0,1,1,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
281,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,1,1,1,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
282,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,1,0,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
283,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,1,0,1,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
284,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,3,366.6666667,0,1,0,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
285,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,0,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
286,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,4,397.5,0,1,0,1,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
287,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,3,260,1,0,1,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
288,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,3,462.5,1,1,1,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
289,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,2,561,1,0,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
290,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,4,366.6666667,0,0,0,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
291,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,5,265,1,0,0,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
292,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,1,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
293,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,0,1,1,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
294,Windsor West Apartments2502 Fields South Dr Champaign IL 61822,40.0818554,-88.3084213,1040 - 1495,1-3,Apartments.com,New,Champaign,1,3,1040,1495,1267.5,4.416862574,4.438994547,4.747952106,1.27513954,,2,498.3333333,1,0,1,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
295,Student Housing - West Quad29 E Green St Champaign IL 61820,40.1100114,-88.2413645,724 - 1619,1-4,Apartments.com,7 hours Ago,Champaign,1,4,724,1619,1171.5,0.7524073835,0.5458266735,0.7626526325,2.928479558,,4,404.75,0,0,1,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
296,The Legends4422 Nicklaus Dr Champaign IL 61822,40.0764014,-88.3173633,980 - 1515,1-3,Apartments.com,New,Champaign,1,3,980,1515,1247.5,4.993465368,5.02573718,5.3374959,1.866518669,,4,505,1,1,1,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
297,1107 S 2nd St1107 S 2nd St Champaign IL 61820,40.1044803,-88.2379551,2380,4,Apartments.com,1 week Ago,Champaign,4,4,2380,2380,2380,0.4327155588,0.4052326071,0.7279761044,3.008122261,,4,595,0,1,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
298,Gramercy Park Apartments2106 W White St Champaign IL 61821,40.1150054,-88.2839431,585 - 665,1-2,Apartments.com,2 weeks Ago,Champaign,1,2,585,665,625,2.96513618,2.817075231,3.024107228,1.376192748,,2,332.5,0,0,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
299,Town and Country1032 E Kerr Ave Urbana IL 61801,40.1222981,-88.1972664,550 - 981,1-2,Apartments.com,New,Urbana,1,2,550,981,765.5,2.152019751,2.072964571,1.75798335,5.407874267,,3,490.5,1,1,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
300,Skyline Tower519 E Green St Champaign IL 61820,40.1100984,-88.230677,1850 - 2775,2-3,Apartments.com,11 hours Ago,Champaign,2,3,1850,2775,2312.5,0.4504591637,0.1745147515,0.2023419083,3.470540734,,5,925,1,1,0,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
301,Gentry Square Apartments1712 Gentry Square Ln Champaign IL 61821,40.092248,-88.27505,900 - 1515,1-2,Apartments.com,5 hours Ago,Champaign,1,2,900,1515,1207.5,2.514809087,2.535592356,2.847180306,1.042724958,,4,757.5,1,1,1,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
302,Westgate Apartments LLC1600 W Bradley Ave Champaign IL 61821,40.1281324,-88.2747459,590 - 866,1-2,Apartments.com,New,Champaign,1,2,590,866,728,2.915359479,2.687351227,2.792623756,2.402337505,,3,433,0,0,1,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
303,Student Housing - HERE Champaign308 E Green St Champaign IL 61820,40.110503,-88.234227,749 - 1319,2-4,Apartments.com,7 hours Ago,Champaign,2,4,749,1319,1034,0.5295462639,0.2437824763,0.3840349227,3.298218757,,5,329.75,0,1,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
304,Latitude608 E University Ave Champaign IL 61820,40.1166544,-88.2297642,725 - 2499,1-4,Apartments.com,7 hours Ago,Champaign,1,4,725,2499,1612,0.9013084577,0.6286792351,0.4279069016,3.66303155,,2,624.75,1,0,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
305,520 Neil520 N Neil St Champaign IL 61820,40.1208835,-88.2432553,1595,1-2,Apartments.com,6 hours Ago,Champaign,1,2,1595,1595,1595,1.387975835,1.104992103,1.105295057,3.15987423,,2,797.5,0,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
306,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,40.1483209,-88.2446866,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5,3.187199403,2.894860075,2.7535427,4.419838834,,3,695,1,0,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
307,Watersedge936 Waterview Way Champaign IL 61822,40.1508051,-88.2601105,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090,3.631783192,3.342590652,3.269445361,4.148990924,,2,428.3333333,1,1,1,1,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
308,First Column Student Living512 E Green St Champaign IL 61820,40.1105814,-88.2314749,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817,0.4893141188,0.2023005426,0.2385691369,3.439144664,,2,231.25,0,1,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
309,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,40.1421546,-88.2664718,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5,3.291972283,3.015806548,3.005948203,3.465159597,,2,890,1,0,0,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
310,Lancaster Apartments112 E Chalmers St Champaign IL 61820,40.1066871,-88.2373005,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740,0.4476324441,0.3133924242,0.6166152042,3.073020117,,4,192.5,0,0,0,1,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
311,Fields South3301 Fields South Dr Champaign IL 61822,40.0855894,-88.3084813,1150 - 1950,1-3,Apartments.com,1 day Ago,Champaign,1,3,1150,1950,1550,4.338784156,4.344693365,4.647850563,1.082250548,,4,650,0,1,1,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
312,Maywood Apartments51 E John St Champaign IL 61820,40.1085129,-88.2396968,675 - 795,2-4,Apartments.com,1 day Ago,Champaign,2,4,675,795,735,0.6210739439,0.4368771491,0.6913476369,2.982060662,,4,198.75,0,1,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
313,Seven07707 S 4th St Champaign IL 61820,40.100216,-88.2333551,799 - 1670,-4,Apartments.com,5 day Ago,Champaign,,4,799,1670,1234.5,0.2989478017,0.5230992007,0.8078825929,3.211473394,,5,417.5,1,1,0,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
314,Colonial Apartments1101 S Mattis Ave Champaign IL 61821,40.1078681,-88.2760696,510 - 900,1-3,Apartments.com,2 weeks Ago,Champaign,1,3,510,900,705,2.460400534,2.355012208,2.602592235,1.223235104,,5,300,0,1,0,1,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
315,Place at 117117 Sterling Ct Savoy IL 61874,40.067406,-88.239682,340 - 560,2-4,Apartments.com,7 hours Ago,Champaign,2,4,340,560,450,2.554936204,2.814252842,3.075360521,3.50688452,,5,140,1,1,1,0,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
316,Capstone Quarters1901 N Lincoln Ave Urbana IL 61801,40.1299451,-88.2201183,475 - 625,2-4,Apartments.com,1 day Ago,Urbana,2,4,475,625,550,1.890819946,1.653574242,1.36877836,4.529749158,,3,156.25,0,0,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
317,Amber Pointe2002 E Amber Ln Urbana IL 61802,40.0878276,-88.1821972,870 - 1015,1-2,Apartments.com,4 day Ago,Urbana,1,2,870,1015,942.5,2.74444816,2.944240943,2.851075979,5.937286525,,2,507.5,1,1,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
318,Michigan East - Campus Property Management404 E Michigan Ave Urbana IL 61801,40.1025188,-88.2032589,550 - 824,1-3,Apartments.com,1 week Ago,Urbana,1,3,550,824,687,1.407164102,1.53439283,1.378820609,4.80973799,,5,274.6666667,0,1,0,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
319,Windsor West Apartments2502 Fields South Dr Champaign IL 61822,40.0818554,-88.3084213,1040 - 1495,1-3,Apartments.com,New,Champaign,1,3,1040,1495,1267.5,4.416862574,4.438994547,4.747952106,1.27513954,,3,498.3333333,0,0,0,0,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
320,Student Housing - West Quad29 E Green St Champaign IL 61820,40.1100114,-88.2413645,724 - 1619,1-4,Apartments.com,7 hours Ago,Champaign,1,4,724,1619,1171.5,0.7524073835,0.5458266735,0.7626526325,2.928479558,,3,404.75,0,0,0,0,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
321,The Legends4422 Nicklaus Dr Champaign IL 61822,40.0764014,-88.3173633,980 - 1515,1-3,Apartments.com,New,Champaign,1,3,980,1515,1247.5,4.993465368,5.02573718,5.3374959,1.866518669,,4,505,0,0,0,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
322,1107 S 2nd St1107 S 2nd St Champaign IL 61820,40.1044803,-88.2379551,2380,4,Apartments.com,1 week Ago,Champaign,4,4,2380,2380,2380,0.4327155588,0.4052326071,0.7279761044,3.008122261,,4,595,1,0,0,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
323,Gramercy Park Apartments2106 W White St Champaign IL 61821,40.1150054,-88.2839431,585 - 665,1-2,Apartments.com,2 weeks Ago,Champaign,1,2,585,665,625,2.96513618,2.817075231,3.024107228,1.376192748,,2,332.5,1,1,0,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
324,Town and Country1032 E Kerr Ave Urbana IL 61801,40.1222981,-88.1972664,550 - 981,1-2,Apartments.com,New,Urbana,1,2,550,981,765.5,2.152019751,2.072964571,1.75798335,5.407874267,,5,490.5,1,0,0,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
325,Skyline Tower519 E Green St Champaign IL 61820,40.1100984,-88.230677,1850 - 2775,2-3,Apartments.com,11 hours Ago,Champaign,2,3,1850,2775,2312.5,0.4504591637,0.1745147515,0.2023419083,3.470540734,,3,925,1,1,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
326,Gentry Square Apartments1712 Gentry Square Ln Champaign IL 61821,40.092248,-88.27505,900 - 1515,1-2,Apartments.com,5 hours Ago,Champaign,1,2,900,1515,1207.5,2.514809087,2.535592356,2.847180306,1.042724958,,4,757.5,0,0,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
327,Westgate Apartments LLC1600 W Bradley Ave Champaign IL 61821,40.1281324,-88.2747459,590 - 866,1-2,Apartments.com,New,Champaign,1,2,590,866,728,2.915359479,2.687351227,2.792623756,2.402337505,,5,433,1,1,1,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
328,Student Housing - HERE Champaign308 E Green St Champaign IL 61820,40.110503,-88.234227,749 - 1319,2-4,Apartments.com,7 hours Ago,Champaign,2,4,749,1319,1034,0.5295462639,0.2437824763,0.3840349227,3.298218757,,3,329.75,0,1,0,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
329,Latitude608 E University Ave Champaign IL 61820,40.1166544,-88.2297642,725 - 2499,1-4,Apartments.com,7 hours Ago,Champaign,1,4,725,2499,1612,0.9013084577,0.6286792351,0.4279069016,3.66303155,,5,624.75,0,1,0,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
330,520 Neil520 N Neil St Champaign IL 61820,40.1208835,-88.2432553,1595,1-2,Apartments.com,6 hours Ago,Champaign,1,2,1595,1595,1595,1.387975835,1.104992103,1.105295057,3.15987423,,2,797.5,0,0,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
331,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,40.1483209,-88.2446866,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5,3.187199403,2.894860075,2.7535427,4.419838834,,5,695,1,1,0,0,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
332,Watersedge936 Waterview Way Champaign IL 61822,40.1508051,-88.2601105,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090,3.631783192,3.342590652,3.269445361,4.148990924,,2,428.3333333,1,0,0,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
333,First Column Student Living512 E Green St Champaign IL 61820,40.1105814,-88.2314749,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817,0.4893141188,0.2023005426,0.2385691369,3.439144664,,5,231.25,0,1,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
334,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,40.1421546,-88.2664718,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5,3.291972283,3.015806548,3.005948203,3.465159597,,2,890,0,1,0,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
335,Lancaster Apartments112 E Chalmers St Champaign IL 61820,40.1066871,-88.2373005,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740,0.4476324441,0.3133924242,0.6166152042,3.073020117,,3,192.5,0,0,1,1,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
