Address,Latitude,Longitude,Price,Beds,Posted,Minimum_Cost,Maximum_Cost,Minimum_Beds,Maximum_Beds,Average_Cost,Area,Website,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
"506 W Elm St Urbana, IL 61801",40.111754,-88.2139725,730,2 to 3,Recently,730,730,2,3,730,Urbana,Hotpads.com,3,243.3333333,0,0,0,1,1,0,0,0,0,1.010130493,0.9689081349,0.6898740115,4.353451965,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"606 E Stoughton St Champaign, IL 61820",40.113766,-88.229701,"2,552",4,Recently,2552,2552,4,4,2552,Champaign,Hotpads.com,4,638,0,0,1,0,1,0,1,0,1,0.7017687733,0.4329723083,0.2482542304,3.595559736,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"804 W Illinois St Urbana, IL 61801",40.1096814,-88.2184257,900,3,Recently,900,900,3,3,900,Urbana,Hotpads.com,3,300,0,1,0,1,1,0,1,1,0,0.7350287512,0.7053036551,0.4587188324,4.091480504,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"806 S 3rd St Champaign, IL 61820",40.1084743,-88.2349746,"2,120",4,Recently,2120,2120,4,4,2120,Champaign,Hotpads.com,3,530,1,0,1,1,1,0,1,1,0,0.4317424222,0.1918498197,0.4533508408,3.222008045,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"812 W Nevada St Urbana, IL 61801",40.1067092,-88.2189195,930,2 to 4,Recently,930,930,2,4,930,Urbana,Hotpads.com,3,232.5,1,1,1,1,0,0,0,1,1,0.6159022022,0.6683599242,0.512460042,4.02549193,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"903-909 S Locust St Champaign, IL 61820",40.1075227,-88.2406977,"1,100",4,Recently,1100,1100,4,4,1100,Champaign,Hotpads.com,3,275,0,0,1,1,1,1,1,0,1,0.6339789688,0.4858044818,0.7606462614,2.912818469,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"905-907 W Oregon St Urbana, IL 61801",40.1066998,-88.2199192,940,2 to 4,Recently,940,940,2,4,940,Urbana,Hotpads.com,3,235,0,1,0,1,1,1,0,1,1,0.566419434,0.6158729934,0.4699053886,3.973353854,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"2325 Lovie Ln Champaign, IL 61822",40.1625266,-88.2858421,"2,600",3,Recently,2600,2600,3,3,2600,Champaign,Hotpads.com,4,866.6666667,1,1,0,0,1,0,1,1,0,5.03201461,4.755314614,4.73531865,4.574318342,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1103 N Hickory St Champaign, IL 61820",40.12645,-88.2426005,400,1,Recently,400,400,1,1,400,Champaign,Hotpads.com,4,400,1,0,1,0,1,0,1,1,1,1.715984784,1.4248849,1.358296331,3.407148563,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Crowwood Pointe Champaign, IL 61822",40.1076002,-88.3098505,955,2,Recently,955,955,2,2,955,Champaign,Hotpads.com,5,477.5,0,0,0,1,1,1,1,0,1,4.236956329,4.140144577,4.385330501,1.133100092,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"306 N Harvey St Urbana, IL 61801",40.115159,-88.2221158,"1,890",3,Recently,1890,1890,3,3,1890,Urbana,Hotpads.com,5,630,0,1,0,0,0,0,0,1,0,0.896472675,0.7177484344,0.3935671201,4.005916528,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"511 S Highland Ave Champaign, IL 61821",40.1107424,-88.2593692,"1,980",3,Recently,1980,1980,3,3,1980,Champaign,Hotpads.com,5,660,0,1,0,1,0,1,1,1,1,1.636129201,1.487779773,1.711931332,2.071277811,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1005 W John St Champaign, IL 61821",40.1087632,-88.2607758,"1,665",3,Recently,1665,1665,3,3,1665,Champaign,Hotpads.com,3,555,1,1,0,0,0,0,1,1,1,1.672835394,1.548645445,1.792031771,1.943166121,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"403 W Hill St #1 Champaign, IL 61820",40.1189876,-88.2490274,675,Studio,Recently,675,675,Studio,1,675,Champaign,Hotpads.com,4,675,1,0,0,1,0,1,1,0,1,1.468410868,1.212611912,1.294179636,2.832313314,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"501 W Green St Champaign, IL 61820",40.1099145,-88.250375,675,3,Recently,675,675,3,3,675,Champaign,Hotpads.com,3,225,1,1,0,0,0,0,0,0,1,1.169035743,1.0092688,1.238298426,2.478788818,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"402 S John St #4B Thomasboro, IL 61878",40.2337089,-88.1862357,575,2,Recently,575,575,2,2,575,Champaign,Hotpads.com,4,287.5,0,0,1,0,1,0,1,1,0,9.279294173,9.0316792,8.757660256,11.04839829,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"S Cottage Grove Ave Urbana, IL 61801",40.1005555,-88.195566,875,2,Recently,875,875,2,2,875,Urbana,Hotpads.com,5,437.5,0,1,0,0,1,1,0,0,0,1.823982927,1.961686909,1.80550925,5.206185906,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Parkview Apartments Savoy, IL 61874",40.06632,-88.242284,912,1 to 2,Recently,912,912,1,2,912,Savoy,Hotpads.com,4,456,1,1,1,0,0,1,1,0,1,2.659076502,2.912179848,3.180814637,3.440450927,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Prospect Pointe Savoy, IL 61874",40.0684753,-88.2557703,880,1 to 2,Recently,880,880,1,2,880,Savoy,Hotpads.com,3,440,0,1,1,1,0,1,0,1,0,2.787680091,2.995476207,3.299343434,2.801801231,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"802 Hartwell Dr #A Savoy, IL 61874",40.0444701,-88.2591542,620,1,Recently,620,620,1,1,620,Savoy,Hotpads.com,3,620,1,0,1,0,0,1,1,0,0,4.370147138,4.603826034,4.891266243,4.04493064,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1619 Lyndhurst Dr #C Savoy, IL 61874",40.0750182,-88.2515446,850,1,Recently,850,850,1,1,850,Savoy,Hotpads.com,3,850,0,1,1,1,1,0,0,0,1,2.284328991,2.49128618,2.795192992,2.692126937,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
3108 S 1st St #B Champaign IL 61822,40.0738843,-88.2379605,"1,125",2,10 Days Ago,1125,1125,2,2,1125,Champaign,Zillow.com,3,562.5,0,1,0,1,0,1,1,0,0,2.098167834,2.358068182,2.618689517,3.349857341,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2406 Leeper Dr APT 4 Champaign IL 61822,40.0826281,-88.2793105,795,2,10 Days Ago,795,795,2,2,795,Champaign,Zillow.com,5,397.5,1,0,1,1,1,1,1,0,0,2.98953321,3.061707857,3.384085419,1.237401101,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
3312 York Dr Champaign IL 61821,40.1106729,-88.3025977,"1,095",4,10 Days Ago,1095,1095,4,4,1095,Champaign,Zillow.com,4,273.75,1,1,1,1,0,1,1,0,0,3.875448459,3.762567161,3.996267492,1.073981539,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1212 Centennial Dr Champaign IL 61821,40.1018035,-88.2905699,895,3,10 Days Ago,895,895,3,3,895,Champaign,Zillow.com,5,298.3333333,0,1,1,0,1,1,0,0,0,3.211613764,3.14744348,3.418396708,0.400356189,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1601 Kings Way Champaign IL,40.1452712,-88.2737372,650,2,10 Days Ago,650,650,2,2,650,Champaign,Zillow.com,4,325,1,0,1,1,0,0,1,0,1,3.696363367,3.42540302,3.429710681,3.527347051,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
906 N Willis Ave Champaign IL 61821,40.1250705,-88.2599014,995,3,10 Days Ago,995,995,3,3,995,Champaign,Zillow.com,5,331.6666667,0,0,0,0,0,0,1,0,0,2.172732853,1.923346061,1.998440336,2.664712488,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1008 N 5th St #A Champaign IL 61820,40.1258079,-88.2319124,595,2,10 Days Ago,595,595,2,2,595,Champaign,Zillow.com,3,297.5,0,1,0,0,1,1,1,1,0,1.537629786,1.254538348,1.066562158,3.848494615,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1010 N 5th St Champaign IL 61820,40.1258879,-88.2319124,750,2,10 Days Ago,750,750,2,2,750,Champaign,Zillow.com,3,375,1,0,1,0,1,1,0,1,0,1.543143416,1.260065072,1.071922463,3.851393195,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1207 Maplepark Dr Champaign IL 61821,40.1028826,-88.2945776,"1,295",3,10 Days Ago,1295,1295,3,3,1295,Champaign,Zillow.com,5,431.6666667,1,0,1,1,1,1,0,1,0,3.42133426,3.349413978,3.614714599,0.4345775693,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
824 W Harvard St Champaign IL 61820,40.1241501,-88.2572022,695,2,10 Days Ago,695,695,2,2,695,Champaign,Zillow.com,4,347.5,0,1,0,0,1,1,1,0,1,2.025728463,1.772749604,1.843056767,2.718101772,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1010 W Tremont St Champaign IL 61821,40.1247338,-88.2614601,795,2,10 Days Ago,795,795,2,2,795,Champaign,Zillow.com,3,397.5,1,0,1,0,0,1,0,1,1,2.218268391,1.974270412,2.059597243,2.592350952,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
605 W Washington St Champaign IL 61820,40.1199608,-88.2525637,900,3,10 Days Ago,900,900,3,3,900,Champaign,Zillow.com,3,300,0,1,0,1,0,1,0,0,1,1.648437541,1.400418322,1.491819137,2.717040943,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
401 1/2 W Vine Champaign IL 61820,40.1218712,-88.248854,"1,295",4,10 Days Ago,1295,1295,4,4,1295,Champaign,Zillow.com,3,323.75,0,0,1,1,0,1,1,1,0,1.612693848,1.343599838,1.384764268,2.953148027,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1001 N Walnut St Champaign IL 61820,40.1251112,-88.2413455,"1,095",5,10 Days Ago,1095,1095,5,5,1095,Champaign,Zillow.com,3,219,1,0,0,1,1,1,0,1,0,1.605062203,1.313484506,1.244547118,3.405898798,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
306 S State St Champaign IL 61820,40.1139299,-88.2465366,725,2,More than  10 Days Ago,725,725,2,2,725,Champaign,Zillow.com,4,362.5,1,1,1,0,1,0,1,1,0,1.134159992,0.9049195744,1.055582186,2.775991524,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1002 W Springfield Ave | 1002 W Springfield Ave Champaign IL,40.1128786,-88.2604337,"1,000",2,More than  10 Days Ago,1000,1000,2,2,1000,Champaign,Zillow.com,3,500,1,1,1,1,1,0,0,1,1,1.738618593,1.57067443,1.773738819,2.097072442,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
405 N State St #7 Champaign IL 61820,40.1198594,-88.2471102,595,1,More than  10 Days Ago,595,595,1,1,595,Champaign,Zillow.com,3,595,0,1,0,1,0,0,0,1,0,1.446632918,1.179435208,1.233077091,2.950074353,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
512 E Stoughton St #2 Champaign IL 61820,40.1137574,-88.2306709,"1,295",2,More than  10 Days Ago,1295,1295,2,2,1295,Champaign,Zillow.com,4,647.5,1,1,0,1,1,1,0,0,0,0.7024838444,0.4240412437,0.2807011389,3.547009712,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1807 Sangamon Dr APT C Champaign IL 61821,40.1020704,-88.2774805,695,2,More than  10 Days Ago,695,695,2,2,695,Champaign,Zillow.com,4,347.5,1,0,1,0,1,0,1,1,1,2.519661389,2.460063387,2.737071019,0.947895953,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
25 Howard Dr Champaign IL 61820,40.1311999,-88.241992,695,2,More than  10 Days Ago,695,695,2,2,695,Champaign,Zillow.com,5,347.5,1,1,0,1,0,1,1,0,1,2.011423615,1.718655688,1.615078978,3.63930341,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1708 Nancy Beth Dr Champaign IL 61822,40.1326463,-88.296154,"1,400",3,More than  10 Days Ago,1400,1400,3,3,1400,Champaign,Zillow.com,3,466.6666667,1,1,0,0,0,1,1,0,0,4.03727553,3.827414834,3.953490981,2.492503428,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
303 W Maple St Champaign IL 61820,40.1224726,-88.2473682,"1,074",3,More than  10 Days Ago,1074,1074,3,3,1074,Champaign,Zillow.com,3,358,1,1,0,0,0,1,0,1,1,1.598690843,1.323197909,1.344341369,3.041061531,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
501 W Green St Champaign IL 61820,40.1099145,-88.250375,675,3,More than  10 Days Ago,675,675,3,3,675,Champaign,Zillow.com,4,225,1,0,0,1,0,0,1,1,0,1.169035743,1.0092688,1.238298426,2.478788818,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
800 W Church St | 800 W Church St Champaign IL,40.1185783,-88.2560346,650,2,2 Days Ago,650,650,2,2,650,Champaign,Zillow.com,4,325,0,1,0,0,0,1,1,0,1,1.727615646,1.499885324,1.62601909,2.512956153,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
809 Fairoaks Dr Champaign IL 61821,40.1073335,-88.2966098,"1,300",4,More than  10 Days Ago,1300,1300,4,4,1300,Champaign,Zillow.com,3,325,1,0,1,0,0,0,0,0,0,3.537617465,3.440507733,3.68789181,0.754148101,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
606 Harwood Ct Champaign IL 61820,40.1091938,-88.2488153,"1,100",2,More than  10 Days Ago,1100,1100,2,2,1100,Champaign,Zillow.com,3,550,0,1,1,1,0,1,1,1,0,1.074108903,0.9208587432,1.159825693,2.538052145,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
3334 Ridgewood Dr Champaign IL 61821,40.1123164,-88.3035983,"1,600",4,More than  10 Days Ago,1600,1600,4,4,1600,Champaign,Zillow.com,4,400,1,1,0,0,0,0,0,0,1,3.943582814,3.823207945,4.050360035,1.199242811,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1701 Valley Rd Champaign IL 61820,40.0963743,-88.2497309,875,2,More than  10 Days Ago,875,875,2,2,875,Champaign,Zillow.com,3,437.5,0,1,1,0,0,0,1,0,0,1.163765884,1.238969724,1.563857651,2.336422898,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
23 Barney St #65 Bondville IL 61815,40.1125962,-88.3634856,"1,100",3,More than  10 Days Ago,1100,1100,3,3,1100,Champaign,Zillow.com,3,366.6666667,0,1,1,0,0,0,1,1,0,7.089423246,6.982622873,7.214678819,3.837951665,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
202 1/2 Birch St Champaign IL 61820,40.1000956,-88.245757,795,2,More than  10 Days Ago,795,795,2,2,795,Champaign,Zillow.com,5,397.5,1,0,1,1,0,1,0,0,0,0.8752186796,0.9164613949,1.239606036,2.557682542,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1604 Coronado Dr APT 9 Champaign IL 61820,40.0975288,-88.2532174,650,1,More than  a month Ago,650,650,1,1,650,Champaign,Zillow.com,4,650,0,1,1,1,1,1,0,1,1,1.304676117,1.343857827,1.6642378,2.153002063,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
809 S Elm Blvd Champaign IL 61820,40.1060476,-88.2504343,"1,495",6,More than  a month Ago,1495,1495,6,6,1495,Champaign,Zillow.com,3,249.1666667,0,0,0,0,1,1,0,1,0,1.100969253,1.00640431,1.283283167,2.38967035,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
306 E Hill St #5 Champaign IL 61820,40.1194441,-88.2347465,575,1,2 Days Ago,575,575,1,1,575,Champaign,Zillow.com,3,575,0,0,1,0,0,0,1,0,1,1.124270153,0.8324505672,0.7225449793,3.503133846,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
803 Breen Dr Champaign IL 61820,40.0939047,-88.2558145,"1,300",3,More than  a month Ago,1300,1300,3,3,1300,Champaign,Zillow.com,5,433.3333333,0,0,1,0,1,0,0,1,1,1.527521875,1.597782372,1.921643841,2.023523232,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
605 S 5th St | 605 S 5th St Champaign IL,40.1109776,-88.2323675,1160-1590,2-3,2 Days Ago,1160,1590,2,3,1375,Champaign,Zillow.com,5,530,0,1,1,1,1,0,0,0,0,0.5262059216,0.2341332563,0.285218634,3.401770901,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1705 Burnetta St Champaign IL 61821,40.1337513,-88.2734712,975,3,In a week,975,975,3,3,975,Champaign,Zillow.com,5,325,0,1,1,1,0,0,0,0,1,3.106471963,2.857906038,2.922530404,2.784604484,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
506 W White St #6 Champaign IL 61820,40.1146247,-88.2508453,560,1,More than  a month Ago,560,560,1,1,560,Champaign,Zillow.com,3,560,1,0,1,0,0,0,1,1,0,1.345568176,1.129745903,1.288260295,2.5950675,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
107 S Draper Ave Champaign IL 61821,40.1156595,-88.2705352,975,2,More than  a month Ago,975,975,2,2,975,Champaign,Zillow.com,5,487.5,0,1,1,0,1,0,0,0,0,2.305705255,2.135273836,2.325835244,1.805870154,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1006 S 3rd St #8R012V23B Champaign IL 61820,40.1059899,-88.2349247,"1,190",2,More than  a month Ago,1190,1190,2,2,1190,Champaign,Zillow.com,4,595,0,1,1,1,1,1,1,1,1,0.3147373068,0.2141174994,0.5375057778,3.185312894,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2329 Lovie Ln Champaign IL 61822,40.1625266,-88.2858421,"2,250",2,More than  a month Ago,2250,2250,2,2,2250,Champaign,Zillow.com,3,1125,1,1,1,1,1,1,1,1,0,5.03201461,4.755314614,4.73531865,4.574318342,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2327 Lovie Ln Champaign IL 61822,40.1625266,-88.2858421,"2,250",3,More than  a month Ago,2250,2250,3,3,2250,Champaign,Zillow.com,4,750,0,1,1,1,0,0,0,1,0,5.03201461,4.755314614,4.73531865,4.574318342,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2325 Lovie Ln Champaign IL,40.1625266,-88.2858421,2250-2450,2-3,2 Days Ago,2250,2450,2,3,2350,Champaign,Zillow.com,4,816.6666667,1,1,1,1,0,0,0,0,0,5.03201461,4.755314614,4.73531865,4.574318342,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1727 Lincoln Pl | 1727 Lincoln Pl Champaign IL,40.0943512,-88.2642541,650-700,1-2,In a week,650,700,1,2,675,Champaign,Zillow.com,4,350,0,0,0,0,0,1,0,0,1,1.927752162,1.959653488,2.275987636,1.576534447,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
511 S Highland Ave Champaign IL 61821,40.1107424,-88.2593692,"1,980",3,More than  a month Ago,1980,1980,3,3,1980,Champaign,Zillow.com,3,660,0,0,1,1,1,1,1,1,0,1.636129201,1.487779773,1.711931332,2.071277811,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2205 Dale Dr APT 4 Champaign IL 61821,40.1402873,-88.2746873,875,2,More than  a month Ago,875,875,2,2,875,Champaign,Zillow.com,3,437.5,1,0,0,0,1,1,0,1,1,3.469136345,3.20761105,3.239456933,3.184449543,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
606 S Prairie St APT 8 Champaign IL 61820,40.1095332,-88.2481148,675,1,More than  a month Ago,675,675,1,1,675,Champaign,Zillow.com,5,675,0,1,0,0,0,1,0,1,0,1.048571929,0.8872252324,1.12085681,2.580877177,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1717 Coronado Dr Champaign IL 61820,40.0951544,-88.2537614,"1,350",3,More than  a month Ago,1350,1350,3,3,1350,Champaign,Zillow.com,3,450,0,1,1,1,1,1,0,0,1,1.392431144,1.459197355,1.782986536,2.125742664,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
Crowwood Pointe | 3901 Crowwood Dr Champaign IL,40.1076002,-88.3098505,955,2,10 Days Ago,955,955,2,2,955,Champaign,Zillow.com,3,477.5,0,0,0,0,0,1,1,1,1,4.236956329,4.140144577,4.385330501,1.133100092,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
2510 Covington Dr Champaign IL 61822,40.1239074,-88.2879675,"1,400",3,More than  a month Ago,1400,1400,3,3,1400,Champaign,Zillow.com,3,466.6666667,0,0,1,0,1,1,1,1,0,3.376212679,3.187739937,3.346898518,1.91211769,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
Lincolnshire West | 1511 Kirby Ave W Champaign IL,40.0976971,-88.2714019,625-724,1-2,Today,625,724,1,2,674.5,Champaign,Zillow.com,5,362,0,0,1,0,1,1,1,0,0,2.23391041,2.217846327,2.517497196,1.193305246,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
411 E Healey St #7E1GWGSNM Champaign IL 61820,40.1112162,-88.2323713,"1,575",3,More than  a month Ago,1575,1575,3,3,1575,Champaign,Zillow.com,5,525,1,1,0,1,1,0,1,0,0,0.5422201249,0.250361829,0.286439071,3.406420353,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
503 E White St | 503 E White St Champaign IL,40.1141841,-88.2316271,1290-1635,2-3,10 Days Ago,1290,1635,2,2,1462.5,Champaign,Zillow.com,5,817.5,0,0,0,1,0,0,1,1,1,0.7366477167,0.4512640634,0.3374080533,3.509499634,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
723 S Neil St Champaign IL,40.1071261,-88.243912,1000,1,10 Days Ago,1000,1000,1,1,1000,Champaign,Zillow.com,4,1000,1,1,0,1,1,0,1,1,0,0.7820103307,0.6565963498,0.9312043765,2.741701915,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
508 S Mattis Ave APT 4 Champaign IL 61821,40.1113506,-88.2760174,650,1,More than  a month Ago,650,650,1,1,650,Champaign,Zillow.com,5,650,0,1,1,1,1,0,0,1,0,2.497855743,2.365976481,2.591889213,1.390554505,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
610 E Stoughton St #W5K88N3Q2 Champaign IL 61820,40.1136888,-88.2292531,"1,185",3,More than  a month Ago,1185,1185,3,3,1185,Champaign,Zillow.com,5,395,1,1,1,1,0,1,1,1,1,0.6970986069,0.4336638152,0.2307358155,3.616173478,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
1107 S 4th St #N5HBEYSFQ Champaign IL 61820,40.1044119,-88.2336873,"2,475",Studio-1,More than  a month Ago,2475,2475,Studio,1,2475,Champaign,Zillow.com,3,2475,0,0,1,0,1,0,1,0,1,0.210398081,0.2518958183,0.5685164847,3.229433001,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
